application_id,customer_id,pincode,applied_amount,loan_type,loan_start_date,income,occupation,status,successful_payments,delayed_payments,total_payments,interest_rate,tenure_months,npa_flag
1721,8269,123415,235000.0,Asset,2019-02-25,3586839,Salaried,Closed,51,8,59,16.31,12,0
1722,10280,123415,475000.0,Home,2024-04-15,2677939,Self-Employed,Approved,94,6,100,10.49,96,0
1723,4156,123415,429000.0,Personal,2023-09-01,445650,Salaried,Approved,64,23,87,10.45,6,0
1724,5245,123415,721000.0,Personal,2019-10-15,643352,Student,Ongoing,79,17,96,12.59,120,0
1725,9648,123415,396000.0,Personal,2019-11-07,3658519,Salaried,Closed,93,7,100,11.25,120,0
1726,11004,123415,219000.0,Home,2023-10-25,428071,Student,Rejected,23,4,27,16.93,120,0
1727,7908,123415,626000.0,Personal,2020-08-31,362997,Student,Closed,91,4,95,14.53,84,0
1728,3776,123415,575000.0,Education,2023-08-18,569452,Salaried,Approved,88,1,89,17.92,84,0
1729,8400,123415,263000.0,MSME,2023-03-14,4497079,Salaried,Inquired,62,35,97,10.25,6,0
1730,3170,123415,641000.0,Home,2023-03-06,352604,Student,Rejected,50,29,79,13.77,120,0
1731,9352,123415,495000.0,Home,2022-07-03,233402,Salaried,Closed,43,0,43,13.49,12,0
1732,4126,123415,193000.0,Asset,2023-02-09,3385042,Salaried,Approved,54,20,74,12.91,36,0
1733,4448,123415,244000.0,Home,2019-04-19,1049374,Self-Employed,Approved,54,0,54,18.3,96,0
1734,4082,123415,284000.0,Education,2021-11-20,1073011,Student,Closed,56,5,61,9.82,60,0
1735,9355,123415,384000.0,Personal,2019-05-27,696019,Salaried,Ongoing,75,19,94,16.86,60,0
1736,5805,123415,468000.0,MSME,2019-02-14,4726601,Salaried,Closed,46,9,55,8.62,12,0
1737,1648,123415,366000.0,Personal,2023-09-16,385182,Self-Employed,Closed,5,0,5,18.38,18,0
1738,7225,123415,338000.0,MSME,2021-11-06,447996,Business Owner,Ongoing,70,7,77,12.36,18,0
1739,11441,123415,368000.0,Home,2023-05-12,1001978,Business Owner,Ongoing,87,1,88,12.13,36,0
1740,3387,123415,601000.0,Home,2021-04-17,655139,Retired,Closed,34,1,35,8.46,18,0
1741,10881,123415,673000.0,Home,2021-05-15,989808,Salaried,Approved,30,15,45,12.93,6,0
1742,11109,123415,455000.0,Personal,2019-05-21,593867,Salaried,Rejected,78,21,99,12.37,84,0
1743,2370,123415,155000.0,Education,2022-04-13,4108225,Self-Employed,Ongoing,61,26,87,13.27,60,0
1744,11110,123415,223000.0,MSME,2024-05-12,587044,Student,Defaulted (NPA),62,4,66,13.92,60,1
1745,7643,123415,519000.0,Education,2022-04-17,208426,Student,Inquired,2,0,2,12.99,36,0
1746,2977,123415,520000.0,Education,2019-07-24,3730620,Salaried,Ongoing,38,9,47,11.49,60,0
1747,2661,123415,197000.0,Personal,2020-10-09,522922,Salaried,Approved,18,5,23,14.27,36,0
1748,4874,123415,245000.0,Education,2020-02-13,718772,Student,Approved,35,4,39,18.16,48,0
1749,4033,123415,533000.0,Personal,2020-01-10,1166986,Salaried,Approved,34,13,47,13.71,6,0
1750,1082,123415,379000.0,Asset,2023-07-29,3713958,Salaried,Approved,44,1,45,7.83,48,0
1751,8961,123415,399000.0,Education,2022-06-28,1155250,Salaried,Approved,53,0,53,13.84,84,0
1752,10814,123415,396000.0,Home,2020-10-26,434555,Salaried,Closed,7,0,7,7.75,18,0
1753,7796,123415,336000.0,Education,2021-11-24,823098,Business Owner,Rejected,28,8,36,14.6,120,0
1754,2040,123415,585000.0,Home,2020-08-29,5174647,Retired,Approved,16,4,20,14.42,48,0
1755,10290,123415,548000.0,MSME,2020-11-30,252894,Salaried,Ongoing,15,3,18,13.73,60,0
1756,3163,123415,595000.0,Asset,2020-02-28,504474,Salaried,Approved,74,19,93,11.32,120,0
1757,1485,123415,299000.0,Personal,2023-09-23,519501,Salaried,Ongoing,48,18,66,9.62,84,0
1758,5372,123415,167000.0,MSME,2020-08-24,283966,Business Owner,Rejected,53,4,57,10.44,72,0
1759,7487,123415,322000.0,Home,2019-02-22,5320931,Salaried,Approved,66,18,84,16.76,12,0
1760,2385,123416,408000.0,Home,2022-11-12,3542523,Student,Defaulted (NPA),47,23,70,10.81,24,1
1761,3774,123416,544000.0,Asset,2022-02-25,1112622,Business Owner,Rejected,95,0,95,11.9,96,0
1762,6081,123416,467000.0,Personal,2021-08-05,390779,Retired,Inquired,12,5,17,10.51,96,0
1763,2239,123416,479000.0,Education,2019-11-13,1148620,Salaried,Rejected,45,11,56,9.17,36,0
1764,2219,123416,545000.0,Home,2024-12-09,3667620,Salaried,Ongoing,64,12,76,8.98,36,0
1765,212,123416,509000.0,Home,2020-04-07,1173739,Salaried,Closed,47,2,49,8.2,72,0
1766,5978,123416,570000.0,Personal,2023-11-13,565672,Salaried,Ongoing,30,13,43,10.01,120,0
1767,543,123416,175000.0,Home,2020-04-08,1074172,Self-Employed,Closed,74,22,96,10.03,84,0
1768,5253,123416,245000.0,Personal,2023-09-01,1024338,Retired,Defaulted (NPA),11,5,16,14.58,84,1
1769,3236,123416,727000.0,Personal,2021-08-21,402270,Student,Defaulted (NPA),70,27,97,12.79,60,1
1770,4949,123416,534000.0,Home,2023-11-02,831404,Salaried,Ongoing,78,17,95,11.71,18,0
1771,10089,123416,205000.0,Home,2021-12-20,320353,Business Owner,Rejected,13,4,17,13.25,6,0
1772,5479,123416,251000.0,MSME,2020-04-14,209690,Salaried,Ongoing,60,13,73,17.98,18,0
1773,729,123416,276000.0,Home,2019-02-25,941369,Salaried,Approved,26,10,36,10.72,12,0
1774,549,123416,498000.0,MSME,2024-07-30,471441,Self-Employed,Approved,61,35,96,15.21,48,0
1775,9554,123416,470000.0,Home,2023-03-30,2624977,Salaried,Rejected,69,11,80,7.7,84,0
1776,2644,123416,234000.0,Education,2021-10-27,648700,Salaried,Defaulted (NPA),62,23,85,15.49,72,1
1777,6763,123416,479000.0,Personal,2019-03-14,354459,Business Owner,Inquired,61,7,68,9.85,120,0
1778,6366,123416,162000.0,MSME,2019-09-05,962047,Salaried,Approved,73,1,74,10.61,120,0
1779,2325,123416,273000.0,Personal,2022-07-20,1156784,Business Owner,Ongoing,50,30,80,10.05,60,0
1780,3643,123416,191000.0,Personal,2022-04-03,542167,Self-Employed,Closed,57,5,62,15.59,18,0
1781,3565,123416,364000.0,Education,2022-05-28,4178700,Salaried,Approved,42,7,49,11.89,120,0
1782,11452,123416,408000.0,Home,2020-09-21,568379,Salaried,Approved,24,1,25,13.15,24,0
1783,6902,123416,290000.0,Education,2020-03-14,3966972,Self-Employed,Approved,7,0,7,9.93,84,0
1784,1352,123416,212000.0,Asset,2021-11-09,5278780,Salaried,Defaulted (NPA),42,3,45,8.96,96,1
1785,2868,123416,467000.0,Asset,2019-08-15,1498039,Self-Employed,Closed,16,5,21,11.2,6,0
1786,5348,123416,745000.0,Home,2022-09-03,762347,Salaried,Rejected,26,7,33,13.1,60,0
1787,8778,123416,604000.0,Personal,2021-08-23,5381721,Self-Employed,Approved,50,21,71,8.71,120,0
1788,7874,123416,515000.0,Home,2022-11-09,870808,Student,Inquired,13,0,13,13.92,18,0
1789,743,123416,300000.0,MSME,2019-06-18,612460,Salaried,Approved,6,2,8,13.27,12,0
1790,9640,123416,515000.0,MSME,2024-11-17,651654,Business Owner,Ongoing,61,15,76,8.89,84,0
1791,7522,123416,403000.0,Education,2024-01-05,200200,Student,Approved,57,8,65,16.51,84,0
1792,10892,123416,323000.0,Personal,2020-05-27,526565,Business Owner,Approved,59,22,81,12.6,96,0
1793,123,123416,282000.0,Gold,2021-01-01,391123,Salaried,Approved,21,2,23,15.01,6,0
1794,8528,123416,357000.0,Home,2021-02-07,5254092,Salaried,Closed,38,22,60,10.11,48,0
1795,1071,123416,269000.0,Gold,2020-05-27,581017,Self-Employed,Closed,38,22,60,9.24,120,0
1796,10000,123416,686000.0,Gold,2023-02-19,2509094,Business Owner,Approved,33,16,49,16.1,12,0
1797,6295,123416,289000.0,Personal,2024-12-25,524179,Student,Approved,39,21,60,9.42,24,0
1798,7343,123416,178000.0,Personal,2019-05-06,461984,Self-Employed,Closed,56,17,73,17.45,48,0
1799,3943,123416,209000.0,Home,2022-08-04,573402,Business Owner,Closed,49,15,64,12.84,84,0
1800,550,123416,467000.0,Gold,2024-04-27,934549,Business Owner,Defaulted (NPA),63,33,96,16.32,72,1
1801,7479,123416,608000.0,Education,2021-01-15,722265,Salaried,Approved,80,15,95,11.91,120,0
1802,4217,123416,455000.0,Home,2024-11-22,4903264,Salaried,Closed,67,28,95,14.51,24,0
1803,7266,123416,796000.0,Personal,2022-06-19,640612,Student,Closed,10,2,12,9.51,48,0
1804,551,123416,320000.0,Personal,2019-04-16,489379,Student,Closed,26,1,27,17.04,6,0
1805,9732,123416,352000.0,Home,2021-11-24,3609436,Salaried,Rejected,12,0,12,9.47,48,0
1806,218,123416,265000.0,Home,2024-08-07,331376,Student,Approved,12,7,19,8.86,72,0
1807,7249,123416,460000.0,Home,2021-05-30,1132610,Self-Employed,Rejected,50,8,58,11.56,60,0
1808,3327,123416,331000.0,Education,2019-07-19,1066309,Business Owner,Ongoing,84,8,92,12.69,12,0
1809,5704,123416,123000.0,Home,2024-09-03,227371,Salaried,Rejected,1,0,1,12.89,12,0
1810,3598,123416,501000.0,Personal,2022-02-15,350966,Salaried,Closed,2,0,2,14.9,96,0
1811,11804,123416,389000.0,Education,2021-05-02,900719,Salaried,Approved,59,0,59,16.84,120,0
1812,9976,123416,522000.0,MSME,2024-12-05,514059,Student,Ongoing,29,6,35,14.2,12,0
1813,422,123416,560000.0,Asset,2020-03-08,2214180,Student,Inquired,8,1,9,9.38,12,0
1814,1710,123416,417000.0,Personal,2024-06-10,1134489,Business Owner,Ongoing,20,4,24,10.27,12,0
1815,4969,123416,614000.0,Education,2024-11-03,5385850,Salaried,Approved,68,0,68,13.11,6,0
1816,3834,123416,758000.0,Education,2022-10-11,358520,Self-Employed,Ongoing,31,9,40,13.57,84,0
1817,7295,123416,173000.0,Home,2022-11-23,4973331,Self-Employed,Closed,10,4,14,7.73,72,0
1818,1732,123416,623000.0,Education,2021-11-09,853067,Salaried,Approved,18,3,21,13.77,18,0
1819,6766,123416,346000.0,Personal,2024-12-18,767498,Salaried,Ongoing,82,11,93,15.77,6,0
1820,6056,123416,622000.0,Personal,2024-02-02,5215721,Self-Employed,Closed,41,17,58,16.01,84,0
1821,7649,123416,328000.0,Personal,2023-03-24,1161064,Student,Inquired,39,1,40,11.87,24,0
1822,1754,123416,343000.0,Home,2019-07-29,2008643,Business Owner,Ongoing,84,10,94,11.64,18,0
1823,3482,123416,319000.0,Home,2019-04-01,346648,Student,Closed,68,21,89,17.96,24,0
1824,10259,123416,253000.0,MSME,2020-07-08,412315,Salaried,Approved,61,29,90,13.51,6,0
1825,9936,123416,476000.0,Home,2021-07-13,820196,Salaried,Ongoing,44,25,69,17.39,84,0
1826,4335,123416,173000.0,Personal,2024-10-30,572521,Student,Approved,77,21,98,15.77,120,0
1827,8461,123416,453000.0,Home,2021-01-12,4921890,Self-Employed,Approved,58,31,89,9.79,12,0
1828,11627,123416,213000.0,Home,2021-02-28,1167170,Student,Closed,4,2,6,18.27,60,0
1829,8987,123416,159000.0,Gold,2019-02-13,200578,Salaried,Approved,20,2,22,14.82,24,0
1830,6371,123416,409000.0,Education,2019-11-30,415245,Salaried,Rejected,80,18,98,9.41,18,0
1831,3143,123416,234000.0,Gold,2022-11-07,5193692,Student,Ongoing,65,4,69,12.12,60,0
1832,7014,123416,286000.0,MSME,2023-12-18,605797,Salaried,Ongoing,34,6,40,8.75,48,0
1833,2242,123416,546000.0,Home,2021-10-22,4068551,Self-Employed,Rejected,70,22,92,18.43,18,0
1834,10123,123416,218000.0,Personal,2019-09-12,214465,Salaried,Closed,5,0,5,16.87,84,0
1835,10942,123416,601000.0,MSME,2019-12-22,596220,Salaried,Ongoing,29,6,35,8.67,6,0
1836,9833,123416,286000.0,Personal,2021-12-23,2658947,Business Owner,Rejected,16,8,24,14.28,60,0
1837,9648,123416,422000.0,Home,2022-10-22,889133,Salaried,Approved,47,14,61,10.11,96,0
1838,3448,123416,414000.0,Personal,2021-10-24,827686,Business Owner,Closed,29,6,35,11.44,12,0
1839,10722,123416,316000.0,Asset,2019-06-15,834193,Student,Ongoing,31,11,42,13.02,18,0
1840,4165,123416,383000.0,Home,2023-02-03,3835547,Self-Employed,Closed,56,10,66,9.74,72,0
1841,7148,123416,312000.0,Education,2022-01-22,2994390,Business Owner,Approved,6,0,6,11.36,36,0
1842,5547,123416,214000.0,Home,2022-02-02,765906,Retired,Ongoing,11,6,17,8.24,72,0
1843,5952,123416,297000.0,Home,2021-10-31,902655,Self-Employed,Ongoing,42,1,43,12.22,48,0
1844,8245,123416,435000.0,MSME,2021-02-09,961017,Business Owner,Rejected,70,27,97,15.64,96,0
1845,896,123416,639000.0,Personal,2020-10-13,614841,Salaried,Closed,37,4,41,10.71,60,0
1846,765,123416,464000.0,Asset,2021-03-13,4782290,Salaried,Ongoing,42,8,50,13.81,24,0
1847,1937,123416,389000.0,Home,2019-03-22,312704,Self-Employed,Approved,21,5,26,11.3,36,0
1848,5883,123416,290000.0,Gold,2021-10-13,492725,Salaried,Approved,94,1,95,12.25,84,0
1849,336,123416,424000.0,Personal,2019-04-17,434894,Salaried,Closed,84,5,89,13.53,6,0
1850,6080,123417,543000.0,Personal,2019-09-28,462577,Student,Inquired,84,13,97,17.24,36,0
1851,4131,123417,763000.0,Home,2021-12-29,451867,Self-Employed,Approved,48,16,64,10.79,120,0
1852,2383,123417,505000.0,Personal,2022-03-04,4979599,Self-Employed,Approved,25,13,38,11.6,120,0
1853,4061,123417,758000.0,Home,2022-02-14,925822,Salaried,Defaulted (NPA),47,1,48,9.09,60,1
1854,9118,123417,291000.0,Home,2020-10-06,282699,Salaried,Ongoing,45,15,60,14.07,12,0
1855,6222,123417,648000.0,Personal,2024-09-27,543742,Salaried,Approved,30,7,37,8.64,60,0
1856,6336,123417,189000.0,Gold,2023-06-22,310323,Student,Closed,59,23,82,13.77,120,0
1857,12158,123417,400000.0,Home,2019-07-14,402995,Salaried,Approved,10,0,10,9.38,120,0
1858,7147,123417,624000.0,Home,2024-11-13,1059152,Business Owner,Approved,45,1,46,13.52,96,0
1859,4002,123417,194000.0,Personal,2020-03-24,830841,Salaried,Inquired,83,12,95,18.36,36,0
1860,10954,123417,600000.0,Education,2024-03-21,661169,Self-Employed,Closed,61,32,93,13.09,6,0
1861,11445,123417,349000.0,Education,2022-10-07,534179,Business Owner,Ongoing,38,9,47,7.86,12,0
1862,9056,123417,614000.0,Home,2021-06-11,370005,Salaried,Ongoing,78,15,93,17.2,36,0
1863,4166,123417,235000.0,Asset,2022-01-25,1057352,Salaried,Closed,55,32,87,17.15,36,0
1864,6182,123417,560000.0,MSME,2021-03-07,289303,Business Owner,Inquired,46,10,56,11.22,36,0
1865,3279,123417,784000.0,Asset,2023-03-06,1040023,Salaried,Rejected,7,1,8,8.03,6,0
1866,10793,123417,146000.0,Gold,2022-05-02,354398,Salaried,Approved,13,2,15,14.98,36,0
1867,10932,123417,287000.0,Home,2019-08-18,902205,Salaried,Rejected,60,17,77,17.98,36,0
1868,4830,123417,241000.0,Home,2021-12-24,451771,Self-Employed,Inquired,27,3,30,10.46,48,0
1869,6709,123417,519000.0,Asset,2023-05-02,318355,Retired,Ongoing,47,4,51,8.24,84,0
1870,11813,123417,381000.0,Education,2021-11-04,550310,Salaried,Rejected,67,25,92,14.99,36,0
1871,2320,123417,544000.0,Home,2019-05-11,3197516,Student,Closed,44,0,44,11.85,84,0
1872,6178,123417,420000.0,MSME,2022-01-09,316875,Self-Employed,Ongoing,54,14,68,8.42,12,0
1873,9615,123417,270000.0,Personal,2024-07-21,883621,Business Owner,Ongoing,49,32,81,13.07,48,0
1874,2915,123417,528000.0,Education,2019-01-28,480465,Business Owner,Approved,68,32,100,8.8,24,0
1875,7640,123417,524000.0,Personal,2021-05-01,224354,Salaried,Approved,40,6,46,8.15,60,0
1876,1171,123417,819000.0,Home,2020-12-03,381224,Salaried,Ongoing,23,1,24,17.58,60,0
1877,6363,123417,403000.0,Home,2022-01-30,342952,Salaried,Closed,26,14,40,13.71,36,0
1878,8888,123417,537000.0,Personal,2024-01-11,274177,Business Owner,Ongoing,21,8,29,17.76,12,0
1879,8226,123417,797000.0,MSME,2023-12-06,366196,Salaried,Closed,89,6,95,15.22,48,0
1880,3036,123417,503000.0,Asset,2020-03-29,659336,Self-Employed,Closed,21,9,30,14.99,72,0
1881,3747,123417,266000.0,MSME,2019-04-04,310480,Self-Employed,Ongoing,64,15,79,12.03,120,0
1882,11231,123417,253000.0,Personal,2023-07-01,1193684,Salaried,Approved,13,4,17,8.16,120,0
1883,9512,123417,406000.0,Personal,2024-11-13,920337,Salaried,Rejected,46,16,62,13.66,36,0
1884,2628,123417,299000.0,Gold,2019-06-30,658923,Salaried,Approved,4,0,4,17.79,36,0
1885,6855,123417,567000.0,MSME,2019-09-19,540584,Salaried,Ongoing,11,4,15,16.43,84,0
1886,11946,123417,563000.0,Personal,2019-12-29,231676,Salaried,Closed,31,19,50,17.46,24,0
1887,7142,123417,666000.0,MSME,2021-08-26,4524962,Student,Ongoing,56,0,56,10.99,84,0
1888,9931,123417,229000.0,Personal,2024-12-26,222521,Business Owner,Approved,63,5,68,8.66,48,0
1889,4098,123417,412000.0,Personal,2020-12-24,690900,Business Owner,Closed,30,17,47,16.24,24,0
1890,6148,123417,474000.0,Education,2022-11-28,440689,Salaried,Approved,43,4,47,12.06,60,0
1891,11362,123417,196000.0,Home,2023-03-14,566883,Student,Closed,6,1,7,15.49,6,0
1892,2793,123417,229000.0,MSME,2019-11-19,943044,Business Owner,Closed,94,4,98,10.44,12,0
1893,7017,123417,483000.0,Personal,2022-10-02,739108,Self-Employed,Approved,64,17,81,7.59,12,0
1894,5922,123417,224000.0,Personal,2020-03-02,594827,Self-Employed,Ongoing,9,0,9,9.72,24,0
1895,5853,123417,393000.0,Education,2019-01-28,4453489,Salaried,Rejected,99,0,99,13.99,72,0
1896,9396,123417,199000.0,Home,2019-04-07,995607,Salaried,Approved,17,10,27,9.89,36,0
1897,643,123417,479000.0,MSME,2020-03-03,298721,Salaried,Rejected,6,2,8,9.91,36,0
1898,7792,123417,513000.0,Personal,2019-11-03,1004517,Self-Employed,Ongoing,27,14,41,18.48,6,0
1899,1215,123417,557000.0,Home,2022-04-01,999396,Salaried,Closed,41,25,66,14.47,84,0
1900,362,123417,276000.0,Personal,2023-11-01,736293,Salaried,Approved,85,6,91,16.91,18,0
1901,11326,123417,389000.0,Personal,2021-03-08,466563,Student,Ongoing,36,2,38,8.54,84,0
1902,1072,123417,634000.0,Home,2024-02-07,833998,Business Owner,Approved,51,14,65,11.67,6,0
1903,10522,123417,470000.0,Personal,2024-01-25,512864,Salaried,Defaulted (NPA),10,2,12,12.39,18,1
1904,5914,123417,537000.0,Home,2020-01-22,1659097,Business Owner,Inquired,27,8,35,10.34,36,0
1905,3438,123417,407000.0,Home,2024-05-13,3880616,Self-Employed,Ongoing,5,1,6,14.48,24,0
1906,7658,123417,271000.0,Personal,2021-05-26,841786,Business Owner,Ongoing,13,0,13,14.28,24,0
1907,5141,123417,138000.0,Home,2021-06-28,216885,Salaried,Closed,71,26,97,18.16,60,0
1908,1386,123417,435000.0,Education,2019-06-22,202552,Salaried,Approved,97,3,100,8.6,18,0
1909,2736,123417,571000.0,Education,2019-02-11,730552,Self-Employed,Approved,50,2,52,16.38,12,0
1910,4916,123417,573000.0,Education,2021-08-22,4372729,Self-Employed,Ongoing,10,6,16,8.9,48,0
1911,3174,123417,812000.0,Home,2021-11-02,609656,Salaried,Approved,82,7,89,18.31,24,0
1912,10898,123417,239000.0,Gold,2023-01-20,839765,Self-Employed,Rejected,25,8,33,14.01,84,0
1913,8443,123417,691000.0,Personal,2024-05-17,261083,Self-Employed,Inquired,50,3,53,10.33,96,0
1914,1642,123417,352000.0,Personal,2022-11-27,405812,Student,Ongoing,33,14,47,12.84,96,0
1915,11680,123417,402000.0,Personal,2019-01-23,216598,Student,Inquired,78,5,83,8.27,84,0
1916,8457,123417,502000.0,MSME,2024-11-11,5114938,Self-Employed,Inquired,14,4,18,14.39,24,0
1917,10433,123417,159000.0,Home,2022-10-20,923956,Salaried,Ongoing,86,8,94,13.86,18,0
1918,3214,123417,414000.0,Education,2021-10-13,1131794,Salaried,Rejected,2,0,2,16.98,48,0
1919,3834,123417,647000.0,Education,2019-03-28,961604,Salaried,Defaulted (NPA),41,23,64,18.41,24,1
1920,9856,123417,271000.0,Personal,2020-11-26,519196,Self-Employed,Closed,37,9,46,9.4,72,0
1921,4090,123418,144000.0,Personal,2020-12-02,2509004,Self-Employed,Ongoing,61,27,88,9.22,12,0
1922,2943,123418,282000.0,MSME,2024-12-06,301269,Salaried,Approved,37,10,47,10.46,24,0
1923,5978,123418,158000.0,Home,2021-01-18,933027,Salaried,Closed,30,10,40,11.55,60,0
1924,7722,123418,394000.0,Home,2020-05-23,641920,Student,Defaulted (NPA),40,20,60,13.65,36,1
1925,799,123418,689000.0,Home,2022-04-19,254122,Self-Employed,Closed,60,38,98,10.84,48,0
1926,8147,123418,331000.0,Home,2024-11-29,934623,Retired,Closed,87,4,91,9.2,36,0
1927,2570,123418,503000.0,Gold,2021-09-09,210130,Salaried,Closed,11,3,14,9.05,24,0
1928,1209,123418,227000.0,Asset,2021-06-18,1071382,Salaried,Approved,55,22,77,14.72,6,0
1929,8602,123418,328000.0,Personal,2024-02-03,921841,Business Owner,Closed,35,15,50,18.11,12,0
1930,10194,123418,283000.0,Education,2019-09-02,711902,Self-Employed,Approved,50,31,81,16.15,120,0
1931,9492,123418,792000.0,Personal,2019-08-20,253613,Salaried,Closed,63,11,74,18.35,60,0
1932,7405,123418,483000.0,Personal,2022-09-21,300951,Student,Closed,3,0,3,14.62,60,0
1933,10079,123418,158000.0,MSME,2023-10-31,353683,Salaried,Approved,79,14,93,15.63,120,0
1934,10434,123418,624000.0,MSME,2021-07-15,983265,Business Owner,Closed,6,2,8,14.39,120,0
1935,5399,123418,464000.0,Home,2019-11-11,560752,Self-Employed,Ongoing,16,1,17,13.67,84,0
1936,7140,123418,157000.0,Home,2022-06-19,4142592,Salaried,Rejected,52,12,64,13.95,36,0
1937,7565,123418,329000.0,Personal,2021-05-08,854234,Salaried,Closed,11,5,16,18.28,60,0
1938,6414,123418,706000.0,Home,2022-07-16,900327,Salaried,Closed,43,15,58,8.7,48,0
1939,10807,123418,162000.0,Education,2021-06-11,5358013,Self-Employed,Approved,16,3,19,18.17,12,0
1940,8564,123418,257000.0,MSME,2020-05-28,587950,Salaried,Rejected,79,8,87,17.5,60,0
1941,8193,123418,299000.0,Personal,2020-09-28,1085787,Retired,Approved,16,8,24,17.7,96,0
1942,4078,123418,297000.0,Personal,2020-10-25,2220807,Business Owner,Defaulted (NPA),34,13,47,15.05,18,1
1943,3913,123418,347000.0,Home,2023-01-29,867823,Self-Employed,Ongoing,9,0,9,17.78,36,0
1944,10162,123418,434000.0,Education,2021-12-16,1967700,Business Owner,Approved,29,2,31,14.83,120,0
1945,11661,123418,600000.0,Personal,2019-11-01,264800,Business Owner,Ongoing,30,5,35,15.94,48,0
1946,11333,123418,486000.0,Home,2020-02-17,696084,Business Owner,Ongoing,13,1,14,7.63,48,0
1947,7749,123418,823000.0,Personal,2024-09-30,2783429,Self-Employed,Approved,30,17,47,14.63,24,0
1948,1723,123418,509000.0,Home,2019-10-06,946179,Salaried,Closed,43,10,53,12.02,24,0
1949,10298,123418,567000.0,Education,2024-02-08,815194,Business Owner,Ongoing,7,1,8,15.97,120,0
1950,1575,123418,495000.0,Home,2020-12-10,1043196,Student,Rejected,39,6,45,10.55,72,0
1951,8664,123418,417000.0,Home,2021-03-05,898206,Salaried,Closed,6,0,6,8.91,6,0
1952,7105,123418,566000.0,MSME,2021-01-16,564469,Salaried,Rejected,57,14,71,17.13,48,0
1953,8538,123418,535000.0,Education,2023-04-08,3869442,Self-Employed,Ongoing,59,8,67,9.91,60,0
1954,7354,123418,390000.0,Personal,2023-11-21,332419,Salaried,Rejected,44,14,58,14.83,84,0
1955,5883,123418,572000.0,Gold,2022-01-09,4971327,Salaried,Ongoing,33,12,45,12.98,84,0
